order	chromosome	type	start	end	strand	ID	accession_number	Name_hsaV2	Name	derives_from
1998_	chr18	miRNA_primary_transcript	112256.0	112339.0	-	MI0025914	MI0025914	hsa-mir-8078	hsa-mir-8078	na
1999_	chr18	miRNA	112266.0	112288.0	-	MIMAT0031005	MIMAT0031005	hsa-miR-8078-3p	hsa-miR-8078	MI0025914
2000_	chr18	miRNA_primary_transcript	3885353.0	3885432.0	+	MI0022553	MI0022553	hsa-mir-6718	hsa-mir-6718	na
2001_	chr18	miRNA	3885363.0	3885383.0	+	MIMAT0025849	MIMAT0025849	hsa-miR-6718-5p	hsa-miR-6718-5p	MI0022553
2002_	chr18	miRNA_primary_transcript	5840694.0	5840832.0	+	MI0016994	MI0016994	hsa-mir-3976	hsa-mir-3976	na
2003_	chr18	miRNA	5840701.0	5840724.0	+	MIMAT0019361	MIMAT0019361	hsa-miR-3976-5p	hsa-miR-3976	MI0016994
2004_	chr18	miRNA_primary_transcript	6374360.0	6374424.0	-	MI0015850	MI0015850	hsa-mir-4317	hsa-mir-4317	na
2005_	chr18	miRNA	6374398.0	6374414.0	-	MIMAT0016872	MIMAT0016872	hsa-miR-4317-5p	hsa-miR-4317	MI0015850
2006_	chr18	miRNA_primary_transcript	10759582.0	10759647.0	-	MI0022633	MI0022633	hsa-mir-6788	hsa-mir-6788	na
2007_	chr18	miRNA	10759622.0	10759642.0	-	MIMAT0027476	MIMAT0027476	hsa-miR-6788-5p	hsa-miR-6788-5p	MI0022633
2008_	chr18	miRNA	10759582.0	10759603.0	-	MIMAT0027477	MIMAT0027477	hsa-miR-6788-3p	hsa-miR-6788-3p	MI0022633
2009_	chr18	miRNA_primary_transcript	11654884.0	11654940.0	-	MI0023613	MI0023613	hsa-mir-7153	hsa-mir-7153	na
2010_	chr18	miRNA	11654918.0	11654940.0	-	MIMAT0028216	MIMAT0028216	hsa-miR-7153-5p	hsa-miR-7153-5p	MI0023613
2011_	chr18	miRNA	11654884.0	11654901.0	-	MIMAT0028217	MIMAT0028217	hsa-miR-7153-3p	hsa-miR-7153-3p	MI0023613
2012_	chr18	miRNA_primary_transcript	13459946.0	13460025.0	+	MI0018169	MI0018169	hsa-mir-5190	hsa-mir-5190	na
2013_	chr18	miRNA	13459992.0	13460012.0	+	MIMAT0021121	MIMAT0021121	hsa-miR-5190-3p	hsa-miR-5190	MI0018169
2014_	chr18	miRNA_primary_transcript	13611113.0	13611199.0	+	MI0016893	MI0016893	hsa-mir-4526	hsa-mir-4526	na
2015_	chr18	miRNA	13611166.0	13611187.0	+	MIMAT0019065	MIMAT0019065	hsa-miR-4526-3p	hsa-miR-4526	MI0016893
2016_	chr18	miRNA_primary_transcript	14830165.0	14830241.0	+	MI0014230	MI0014230	hsa-mir-3156-2	hsa-mir-3156-2	na
2017_	chr18	miRNA	14830173.0	14830194.0	+	MIMAT0015030_1	MIMAT0015030	hsa-miR-3156-5p	hsa-miR-3156-5p	MI0014230
2018_	chr18	miRNA	14830214.0	14830234.0	+	MIMAT0019209_1	MIMAT0019209	hsa-miR-3156-3p	hsa-miR-3156-3p	MI0014230
2019_	chr18	miRNA_primary_transcript	19263471.0	19263558.0	+	MI0003778	MI0003778	hsa-mir-320c-1	hsa-mir-320c-1	na
2020_	chr18	miRNA	19263520.0	19263539.0	+	MIMAT0005793	MIMAT0005793	hsa-miR-320c-3p	hsa-miR-320c	MI0003778
2021_	chr18	miRNA_primary_transcript	19405659.0	19405746.0	-	MI0000450	MI0000450	hsa-mir-133a-1	hsa-mir-133a-1	na
2022_	chr18	miRNA	19405673.0	19405694.0	-	MIMAT0000427	MIMAT0000427	hsa-miR-133a-3p	hsa-miR-133a-3p	MI0000450
2023_	chr18	miRNA	19405710.0	19405731.0	-	MIMAT0026478	MIMAT0026478	hsa-miR-133a-5p	hsa-miR-133a-5p	MI0000450
2024_	chr18	miRNA_primary_transcript	19408965.0	19409049.0	-	MI0000437	MI0000437	hsa-mir-1-2	hsa-mir-1-2	na
2025_	chr18	miRNA	19408976.0	19408997.0	-	MIMAT0000416	MIMAT0000416	hsa-miR-1-3p	hsa-miR-1	MI0000437
2026_	chr18	miRNA_primary_transcript	20513312.0	20513401.0	+	MI0017379	MI0017379	hsa-mir-4741	hsa-mir-4741	na
2027_	chr18	miRNA	20513370.0	20513392.0	+	MIMAT0019871	MIMAT0019871	hsa-miR-4741-3p	hsa-miR-4741	MI0017379
2028_	chr18	miRNA_primary_transcript	21901650.0	21901699.0	+	MI0008191	MI0008191	hsa-mir-320c-2	hsa-mir-320c-2	na
2029_	chr18	miRNA	21901680.0	21901699.0	+	MIMAT0005793_1	MIMAT0005793	hsa-miR-320c-3p	hsa-miR-320c	MI0008191
2030_	chr18	miRNA_primary_transcript	24171431.0	24171499.0	-	MI0025893	MI0025893	hsa-mir-8057	hsa-mir-8057	na
2031_	chr18	miRNA	24171469.0	24171489.0	-	MIMAT0030984	MIMAT0030984	hsa-miR-8057-5p	hsa-miR-8057	MI0025893
2032_	chr18	miRNA_primary_transcript	27878876.0	27878926.0	+	MI0006418	MI0006418	hsa-mir-302f	hsa-mir-302f	na
2033_	chr18	miRNA	27878902.0	27878918.0	+	MIMAT0005932	MIMAT0005932	hsa-miR-302f-3p	hsa-miR-302f	MI0006418
2034_	chr18	miRNA_primary_transcript	33171701.0	33171770.0	+	MI0016993	MI0016993	hsa-mir-3975	hsa-mir-3975	na
2035_	chr18	miRNA	33171746.0	33171767.0	+	MIMAT0019360	MIMAT0019360	hsa-miR-3975-3p	hsa-miR-3975	MI0016993
2036_	chr18	miRNA_primary_transcript	33484781.0	33484889.0	-	MI0000274	MI0000274	hsa-mir-187	hsa-mir-187	na
2037_	chr18	miRNA	33484834.0	33484855.0	-	MIMAT0004561	MIMAT0004561	hsa-miR-187-5p	hsa-miR-187-5p	MI0000274
2038_	chr18	miRNA	33484798.0	33484819.0	-	MIMAT0000262	MIMAT0000262	hsa-miR-187-3p	hsa-miR-187-3p	MI0000274
2039_	chr18	miRNA_primary_transcript	33514051.0	33514105.0	-	MI0016439	MI0016439	hsa-mir-3929	hsa-mir-3929	na
2040_	chr18	miRNA	33514051.0	33514073.0	-	MIMAT0018206	MIMAT0018206	hsa-miR-3929-3p	hsa-miR-3929	MI0016439
2041_	chr18	miRNA_primary_transcript	35237098.0	35237178.0	+	MI0015847	MI0015847	hsa-mir-4318	hsa-mir-4318	na
2042_	chr18	miRNA	35237152.0	35237168.0	+	MIMAT0016869	MIMAT0016869	hsa-miR-4318-3p	hsa-miR-4318	MI0015847
2043_	chr18	miRNA_primary_transcript	37202087.0	37202139.0	-	MI0005716	MI0005716	hsa-mir-924	hsa-mir-924	na
2044_	chr18	miRNA	37202117.0	37202136.0	-	MIMAT0004974	MIMAT0004974	hsa-miR-924-5p	hsa-miR-924	MI0005716
2045_	chr18	miRNA_primary_transcript	37256683.0	37256741.0	-	MI0019140	MI0019140	hsa-mir-5583-2	hsa-mir-5583-2	na
2046_	chr18	miRNA	37256720.0	37256741.0	-	MIMAT0022281	MIMAT0022281	hsa-miR-5583-5p	hsa-miR-5583-5p	MI0019140
2047_	chr18	miRNA	37256683.0	37256704.0	-	MIMAT0022282	MIMAT0022282	hsa-miR-5583-3p	hsa-miR-5583-3p	MI0019140
2048_	chr18	miRNA_primary_transcript	37256685.0	37256743.0	+	MI0019139	MI0019139	hsa-mir-5583-1	hsa-mir-5583-1	na
2049_	chr18	miRNA	37256685.0	37256706.0	+	MIMAT0022281_1	MIMAT0022281	hsa-miR-5583-5p	hsa-miR-5583-5p	MI0019139
2050_	chr18	miRNA	37256722.0	37256743.0	+	MIMAT0022282_1	MIMAT0022282	hsa-miR-5583-3p	hsa-miR-5583-3p	MI0019139
2051_	chr18	miRNA_primary_transcript	42550047.0	42550131.0	-	MI0015848	MI0015848	hsa-mir-4319	hsa-mir-4319	na
2052_	chr18	miRNA	42550105.0	42550121.0	-	MIMAT0016870	MIMAT0016870	hsa-miR-4319-5p	hsa-miR-4319	MI0015848
2053_	chr18	miRNA_primary_transcript	44906867.0	44906936.0	+	MI0016894	MI0016894	hsa-mir-4527	hsa-mir-4527	na
2054_	chr18	miRNA	44906874.0	44906895.0	+	MIMAT0019066	MIMAT0019066	hsa-miR-4527-5p	hsa-miR-4527	MI0016894
2055_	chr18	miRNA_primary_transcript	46196971.0	46197039.0	+	MI0017381	MI0017381	hsa-mir-4743	hsa-mir-4743	na
2056_	chr18	miRNA	46196973.0	46196995.0	+	MIMAT0019874	MIMAT0019874	hsa-miR-4743-5p	hsa-miR-4743-5p	MI0017381
2057_	chr18	miRNA	46197019.0	46197039.0	+	MIMAT0022978	MIMAT0022978	hsa-miR-4743-3p	hsa-miR-4743-3p	MI0017381
2058_	chr18	miRNA_primary_transcript	46576057.0	46576138.0	-	MI0017382	MI0017382	hsa-mir-4744	hsa-mir-4744	na
2059_	chr18	miRNA	46576107.0	46576129.0	-	MIMAT0019875	MIMAT0019875	hsa-miR-4744-5p	hsa-miR-4744	MI0017382
2060_	chr18	miRNA_primary_transcript	47013743.0	47013792.0	+	MI0007260	MI0007260	hsa-mir-1539	hsa-mir-1539	na
2061_	chr18	miRNA	47013772.0	47013792.0	+	MIMAT0007401	MIMAT0007401	hsa-miR-1539-3p	hsa-miR-1539	MI0007260
2062_	chr18	miRNA_primary_transcript	47652869.0	47652933.0	-	MI0015849	MI0015849	hsa-mir-4320	hsa-mir-4320	na
2063_	chr18	miRNA	47652879.0	47652896.0	-	MIMAT0016871	MIMAT0016871	hsa-miR-4320-3p	hsa-miR-4320	MI0015849
2064_	chr18	miRNA_primary_transcript	50763471.0	50763560.0	+	MI0016895	MI0016895	hsa-mir-4528	hsa-mir-4528	na
2065_	chr18	miRNA	50763526.0	50763547.0	+	MIMAT0019067	MIMAT0019067	hsa-miR-4528-3p	hsa-miR-4528	MI0016895
2066_	chr18	miRNA_primary_transcript	53146452.0	53146529.0	+	MI0016896	MI0016896	hsa-mir-4529	hsa-mir-4529	na
2067_	chr18	miRNA	53146457.0	53146478.0	+	MIMAT0019236	MIMAT0019236	hsa-miR-4529-5p	hsa-miR-4529-5p	MI0016896
2068_	chr18	miRNA	53146501.0	53146521.0	+	MIMAT0019068	MIMAT0019068	hsa-miR-4529-3p	hsa-miR-4529-3p	MI0016896
2069_	chr18	miRNA_primary_transcript	56118306.0	56118390.0	+	MI0000442	MI0000442	hsa-mir-122	hsa-mir-122	na
2070_	chr18	miRNA	56118320.0	56118341.0	+	MIMAT0000421	MIMAT0000421	hsa-miR-122-5p	hsa-miR-122-5p	MI0000442
2071_	chr18	miRNA	56118356.0	56118377.0	+	MIMAT0004590	MIMAT0004590	hsa-miR-122-3p	hsa-miR-122-3p	MI0000442
2072_	chr18	miRNA_primary_transcript	56118312.0	56118384.0	-	MI0017383	MI0017383	hsa-mir-3591	hsa-mir-3591	na
2073_	chr18	miRNA	56118353.0	56118375.0	-	MIMAT0019876	MIMAT0019876	hsa-miR-3591-5p	hsa-miR-3591-5p	MI0017383
2074_	chr18	miRNA	56118319.0	56118340.0	-	MIMAT0019877	MIMAT0019877	hsa-miR-3591-3p	hsa-miR-3591-3p	MI0017383
2075_	chr18	miRNA_primary_transcript	64748821.0	64748923.0	+	MI0017879	MI0017879	hsa-mir-5011	hsa-mir-5011	na
2076_	chr18	miRNA	64748844.0	64748864.0	+	MIMAT0021045	MIMAT0021045	hsa-miR-5011-5p	hsa-miR-5011-5p	MI0017879
2077_	chr18	miRNA	64748882.0	64748903.0	+	MIMAT0021046	MIMAT0021046	hsa-miR-5011-3p	hsa-miR-5011-3p	MI0017879
2078_	chr18	miRNA_primary_transcript	70520556.0	70520617.0	-	MI0019152	MI0019152	hsa-mir-548av	hsa-mir-548av	na
2079_	chr18	miRNA	70520600.0	70520617.0	-	MIMAT0022303	MIMAT0022303	hsa-miR-548av-5p	hsa-miR-548av-5p	MI0019152
2080_	chr18	miRNA	70520556.0	70520575.0	-	MIMAT0022304	MIMAT0022304	hsa-miR-548av-3p	hsa-miR-548av-3p	MI0019152
2081_	chr19	miRNA_primary_transcript	71973.0	72110.0	+	MI0015979	MI0015979	hsa-mir-1302-10	hsa-mir-1302-10	na
2082_	chr19	miRNA	72045.0	72065.0	+	MIMAT0005890_3	MIMAT0005890	hsa-miR-1302-3p	hsa-miR-1302	MI0015979
2083_	chr19	miRNA_primary_transcript	804940.0	805001.0	+	MI0017384	MI0017384	hsa-mir-4745	hsa-mir-4745	na
2084_	chr19	miRNA	804941.0	804963.0	+	MIMAT0019878	MIMAT0019878	hsa-miR-4745-5p	hsa-miR-4745-5p	MI0017384
2085_	chr19	miRNA	804977.0	804999.0	+	MIMAT0019879	MIMAT0019879	hsa-miR-4745-3p	hsa-miR-4745-3p	MI0017384
2086_	chr19	miRNA_primary_transcript	813584.0	813653.0	+	MI0014231	MI0014231	hsa-mir-3187	hsa-mir-3187	na
2087_	chr19	miRNA	813627.0	813646.0	+	MIMAT0015069	MIMAT0015069	hsa-miR-3187-3p	hsa-miR-3187-3p	MI0014231
2088_	chr19	miRNA	813590.0	813612.0	+	MIMAT0019216	MIMAT0019216	hsa-miR-3187-5p	hsa-miR-3187-5p	MI0014231
2089_	chr19	miRNA_primary_transcript	1816158.0	1816237.0	-	MI0008330	MI0008330	hsa-mir-1909	hsa-mir-1909	na
2090_	chr19	miRNA	1816202.0	1816222.0	-	MIMAT0007882	MIMAT0007882	hsa-miR-1909-5p	hsa-miR-1909-5p	MI0008330
2091_	chr19	miRNA	1816168.0	1816189.0	-	MIMAT0007883	MIMAT0007883	hsa-miR-1909-3p	hsa-miR-1909-3p	MI0008330
2092_	chr19	miRNA_primary_transcript	2234061.0	2234148.0	-	MI0006316	MI0006316	hsa-mir-1227	hsa-mir-1227	na
2093_	chr19	miRNA	2234061.0	2234080.0	-	MIMAT0005580	MIMAT0005580	hsa-miR-1227-3p	hsa-miR-1227-3p	MI0006316
2094_	chr19	miRNA	2234132.0	2234148.0	-	MIMAT0022941	MIMAT0022941	hsa-miR-1227-5p	hsa-miR-1227-5p	MI0006316
2095_	chr19	miRNA_primary_transcript	2235828.0	2235925.0	-	MI0022634	MI0022634	hsa-mir-6789	hsa-mir-6789	na
2096_	chr19	miRNA	2235898.0	2235921.0	-	MIMAT0027478	MIMAT0027478	hsa-miR-6789-5p	hsa-miR-6789-5p	MI0022634
2097_	chr19	miRNA	2235828.0	2235848.0	-	MIMAT0027479	MIMAT0027479	hsa-miR-6789-3p	hsa-miR-6789-3p	MI0022634
2098_	chr19	miRNA_primary_transcript	2250638.0	2250717.0	+	MI0015852	MI0015852	hsa-mir-4321	hsa-mir-4321	na
2099_	chr19	miRNA	2250687.0	2250707.0	+	MIMAT0016874	MIMAT0016874	hsa-miR-4321-3p	hsa-miR-4321	MI0015852
2100_	chr19	miRNA_primary_transcript	2434912.0	2434998.0	-	MI0022959	MI0022959	hsa-mir-7108	hsa-mir-7108	na
2101_	chr19	miRNA	2434978.0	2434998.0	-	MIMAT0028113	MIMAT0028113	hsa-miR-7108-5p	hsa-miR-7108-5p	MI0022959
2102_	chr19	miRNA	2434912.0	2434931.0	-	MIMAT0028114	MIMAT0028114	hsa-miR-7108-3p	hsa-miR-7108-3p	MI0022959
2103_	chr19	miRNA_primary_transcript	2630713.0	2630791.0	+	MI0025520	MI0025520	hsa-mir-7850	hsa-mir-7850	na
2104_	chr19	miRNA	2630721.0	2630741.0	+	MIMAT0030425	MIMAT0030425	hsa-miR-7850-5p	hsa-miR-7850-5p	MI0025520
2105_	chr19	miRNA_primary_transcript	3961412.0	3961510.0	-	MI0003652	MI0003652	hsa-mir-637	hsa-mir-637	na
2106_	chr19	miRNA	3961427.0	3961450.0	-	MIMAT0003307	MIMAT0003307	hsa-miR-637-3p	hsa-miR-637	MI0003652
2107_	chr19	miRNA_primary_transcript	4445975.0	4446045.0	+	MI0017385	MI0017385	hsa-mir-4746	hsa-mir-4746	na
2108_	chr19	miRNA	4445984.0	4446006.0	+	MIMAT0019880	MIMAT0019880	hsa-miR-4746-5p	hsa-miR-4746-5p	MI0017385
2109_	chr19	miRNA	4446018.0	4446038.0	+	MIMAT0019881	MIMAT0019881	hsa-miR-4746-3p	hsa-miR-4746-3p	MI0017385
2110_	chr19	miRNA_primary_transcript	4770682.0	4770791.0	+	MI0000265	MI0000265	hsa-mir-7-3	hsa-mir-7-3	na
2111_	chr19	miRNA	4770712.0	4770734.0	+	MIMAT0000252_1	MIMAT0000252	hsa-miR-7-5p	hsa-miR-7-5p	MI0000265
2112_	chr19	miRNA_primary_transcript	4932699.0	4932752.0	+	MI0017386	MI0017386	hsa-mir-4747	hsa-mir-4747	na
2113_	chr19	miRNA	4932699.0	4932720.0	+	MIMAT0019882	MIMAT0019882	hsa-miR-4747-5p	hsa-miR-4747-5p	MI0017386
2114_	chr19	miRNA	4932731.0	4932752.0	+	MIMAT0019883	MIMAT0019883	hsa-miR-4747-3p	hsa-miR-4747-3p	MI0017386
2115_	chr19	miRNA_primary_transcript	6389649.0	6389714.0	-	MI0022732	MI0022732	hsa-mir-6885	hsa-mir-6885	na
2116_	chr19	miRNA	6389685.0	6389709.0	-	MIMAT0027670	MIMAT0027670	hsa-miR-6885-5p	hsa-miR-6885-5p	MI0022732
2117_	chr19	miRNA	6389649.0	6389669.0	-	MIMAT0027671	MIMAT0027671	hsa-miR-6885-3p	hsa-miR-6885-3p	MI0022732
2118_	chr19	miRNA_primary_transcript	6392932.0	6392994.0	-	MI0022635	MI0022635	hsa-mir-6790	hsa-mir-6790	na
2119_	chr19	miRNA	6392972.0	6392994.0	-	MIMAT0027480	MIMAT0027480	hsa-miR-6790-5p	hsa-miR-6790-5p	MI0022635
2120_	chr19	miRNA	6392936.0	6392956.0	-	MIMAT0027481	MIMAT0027481	hsa-miR-6790-3p	hsa-miR-6790-3p	MI0022635
2121_	chr19	miRNA_primary_transcript	6416421.0	6416522.0	-	MI0016597	MI0016597	hsa-mir-3940	hsa-mir-3940	na
2122_	chr19	miRNA	6416445.0	6416466.0	-	MIMAT0018356	MIMAT0018356	hsa-miR-3940-3p	hsa-miR-3940-3p	MI0016597
2123_	chr19	miRNA	6416481.0	6416500.0	-	MIMAT0019229	MIMAT0019229	hsa-miR-3940-5p	hsa-miR-3940-5p	MI0016597
2124_	chr19	miRNA_primary_transcript	6736723.0	6736789.0	-	MI0022636	MI0022636	hsa-mir-6791	hsa-mir-6791	na
2125_	chr19	miRNA	6736763.0	6736784.0	-	MIMAT0027482	MIMAT0027482	hsa-miR-6791-5p	hsa-miR-6791-5p	MI0022636
2126_	chr19	miRNA	6736723.0	6736743.0	-	MIMAT0027483	MIMAT0027483	hsa-miR-6791-3p	hsa-miR-6791-3p	MI0022636
2127_	chr19	miRNA_primary_transcript	7682325.0	7682391.0	+	MI0022637	MI0022637	hsa-mir-6792	hsa-mir-6792	na
2128_	chr19	miRNA	7682325.0	7682345.0	+	MIMAT0027484	MIMAT0027484	hsa-miR-6792-5p	hsa-miR-6792-5p	MI0022637
2129_	chr19	miRNA	7682366.0	7682387.0	+	MIMAT0027485	MIMAT0027485	hsa-miR-6792-3p	hsa-miR-6792-3p	MI0022637
2130_	chr19	miRNA_primary_transcript	8454174.0	8454264.0	-	MI0017865	MI0017865	hsa-mir-4999	hsa-mir-4999	na
2131_	chr19	miRNA	8454224.0	8454244.0	-	MIMAT0021017	MIMAT0021017	hsa-miR-4999-5p	hsa-miR-4999-5p	MI0017865
2132_	chr19	miRNA	8454195.0	8454214.0	-	MIMAT0021018	MIMAT0021018	hsa-miR-4999-3p	hsa-miR-4999-3p	MI0017865
2133_	chr19	miRNA_primary_transcript	10149030.0	10149089.0	+	MI0019148	MI0019148	hsa-mir-5589	hsa-mir-5589	na
2134_	chr19	miRNA	10149030.0	10149050.0	+	MIMAT0022297	MIMAT0022297	hsa-miR-5589-5p	hsa-miR-5589-5p	MI0019148
2135_	chr19	miRNA	10149067.0	10149089.0	+	MIMAT0022298	MIMAT0022298	hsa-miR-5589-3p	hsa-miR-5589-3p	MI0019148
2136_	chr19	miRNA_primary_transcript	10341089.0	10341161.0	+	MI0015851	MI0015851	hsa-mir-4322	hsa-mir-4322	na
2137_	chr19	miRNA	10341131.0	10341151.0	+	MIMAT0016873	MIMAT0016873	hsa-miR-4322-3p	hsa-miR-4322	MI0015851
2138_	chr19	miRNA_primary_transcript	10514134.0	10514214.0	-	MI0006274	MI0006274	hsa-mir-1181	hsa-mir-1181	na
2139_	chr19	miRNA	10514181.0	10514201.0	-	MIMAT0005826	MIMAT0005826	hsa-miR-1181-5p	hsa-miR-1181	MI0006274
2140_	chr19	miRNA_primary_transcript	10662798.0	10662880.0	+	MI0006328	MI0006328	hsa-mir-1238	hsa-mir-1238	na
2141_	chr19	miRNA	10662859.0	10662878.0	+	MIMAT0005593	MIMAT0005593	hsa-miR-1238-3p	hsa-miR-1238-3p	MI0006328
2142_	chr19	miRNA	10662798.0	10662820.0	+	MIMAT0022947	MIMAT0022947	hsa-miR-1238-5p	hsa-miR-1238-5p	MI0006328
2143_	chr19	miRNA_primary_transcript	10829080.0	10829179.0	+	MI0003653	MI0003653	hsa-mir-638	hsa-mir-638	na
2144_	chr19	miRNA	10829095.0	10829119.0	+	MIMAT0003308	MIMAT0003308	hsa-miR-638-5p	hsa-miR-638	MI0003653
2145_	chr19	miRNA_primary_transcript	10890930.0	10891011.0	+	MI0017387	MI0017387	hsa-mir-4748	hsa-mir-4748	na
2146_	chr19	miRNA	10890939.0	10890959.0	+	MIMAT0019884	MIMAT0019884	hsa-miR-4748-5p	hsa-miR-4748	MI0017387
2147_	chr19	miRNA_primary_transcript	10928102.0	10928172.0	-	MI0000242	MI0000242	hsa-mir-199a-1	hsa-mir-199a-1	na
2148_	chr19	miRNA	10928145.0	10928167.0	-	MIMAT0000231_1	MIMAT0000231	hsa-miR-199a-5p	hsa-miR-199a-5p	MI0000242
2149_	chr19	miRNA	10928105.0	10928126.0	-	MIMAT0000232_1	MIMAT0000232	hsa-miR-199a-3p	hsa-miR-199a-3p	MI0000242
2150_	chr19	miRNA_primary_transcript	10939649.0	10939711.0	+	MI0022638	MI0022638	hsa-mir-6793	hsa-mir-6793	na
2151_	chr19	miRNA	10939654.0	10939675.0	+	MIMAT0027486	MIMAT0027486	hsa-miR-6793-5p	hsa-miR-6793-5p	MI0022638
2152_	chr19	miRNA	10939692.0	10939711.0	+	MIMAT0027487	MIMAT0027487	hsa-miR-6793-3p	hsa-miR-6793-3p	MI0022638
2153_	chr19	miRNA_primary_transcript	11224150.0	11224210.0	+	MI0022733	MI0022733	hsa-mir-6886	hsa-mir-6886	na
2154_	chr19	miRNA	11224155.0	11224175.0	+	MIMAT0027672	MIMAT0027672	hsa-miR-6886-5p	hsa-miR-6886-5p	MI0022733
2155_	chr19	miRNA	11224187.0	11224207.0	+	MIMAT0027673	MIMAT0027673	hsa-miR-6886-3p	hsa-miR-6886-3p	MI0022733
2156_	chr19	miRNA_primary_transcript	11606359.0	11606437.0	-	MI0025750	MI0025750	hsa-mir-7974	hsa-mir-7974	na
2157_	chr19	miRNA	11606359.0	11606382.0	-	MIMAT0031177	MIMAT0031177	hsa-miR-7974-3p	hsa-miR-7974	MI0025750
2158_	chr19	miRNA_primary_transcript	12897942.0	12898006.0	+	MI0019285	MI0019285	hsa-mir-5684	hsa-mir-5684	na
2159_	chr19	miRNA	12897946.0	12897965.0	+	MIMAT0022473	MIMAT0022473	hsa-miR-5684-5p	hsa-miR-5684	MI0019285
2160_	chr19	miRNA_primary_transcript	12963074.0	12963141.0	+	MI0022639	MI0022639	hsa-mir-6794	hsa-mir-6794	na
2161_	chr19	miRNA	12963079.0	12963098.0	+	MIMAT0027488	MIMAT0027488	hsa-miR-6794-5p	hsa-miR-6794-5p	MI0022639
2162_	chr19	miRNA	12963120.0	12963139.0	+	MIMAT0027489	MIMAT0027489	hsa-miR-6794-3p	hsa-miR-6794-3p	MI0022639
2163_	chr19	miRNA_primary_transcript	13031134.0	13031218.0	+	MI0019302	MI0019302	hsa-mir-5695	hsa-mir-5695	na
2164_	chr19	miRNA	13031187.0	13031208.0	+	MIMAT0022488	MIMAT0022488	hsa-miR-5695-3p	hsa-miR-5695	MI0019302
2165_	chr19	miRNA_primary_transcript	13051298.0	13051354.0	+	MI0022227	MI0022227	hsa-mir-6515	hsa-mir-6515	na
2166_	chr19	miRNA	13051300.0	13051320.0	+	MIMAT0025486	MIMAT0025486	hsa-miR-6515-5p	hsa-miR-6515-5p	MI0022227
2167_	chr19	miRNA	13051335.0	13051354.0	+	MIMAT0025487	MIMAT0025487	hsa-miR-6515-3p	hsa-miR-6515-3p	MI0022227
2168_	chr19	miRNA_primary_transcript	13947101.0	13947173.0	-	MI0000081	MI0000081	hsa-mir-24-2	hsa-mir-24-2	na
2169_	chr19	miRNA	13947103.0	13947124.0	-	MIMAT0000080	MIMAT0000080	hsa-miR-24-3p	hsa-miR-24-3p	MI0000081
2170_	chr19	miRNA	13947140.0	13947161.0	-	MIMAT0004497	MIMAT0004497	hsa-miR-24-2-5p	hsa-miR-24-2-5p	MI0000081
2171_	chr19	miRNA_primary_transcript	13947254.0	13947331.0	-	MI0000085	MI0000085	hsa-mir-27a	hsa-mir-27a	na
2172_	chr19	miRNA	13947301.0	13947322.0	-	MIMAT0004501	MIMAT0004501	hsa-miR-27a-5p	hsa-miR-27a-5p	MI0000085
2173_	chr19	miRNA	13947261.0	13947281.0	-	MIMAT0000084	MIMAT0000084	hsa-miR-27a-3p	hsa-miR-27a-3p	MI0000085
2174_	chr19	miRNA_primary_transcript	13947401.0	13947473.0	-	MI0000079	MI0000079	hsa-mir-23a	hsa-mir-23a	na
2175_	chr19	miRNA	13947444.0	13947465.0	-	MIMAT0004496	MIMAT0004496	hsa-miR-23a-5p	hsa-miR-23a-5p	MI0000079
2176_	chr19	miRNA	13947409.0	13947429.0	-	MIMAT0000078	MIMAT0000078	hsa-miR-23a-3p	hsa-miR-23a-3p	MI0000079
2177_	chr19	miRNA_primary_transcript	13985513.0	13985622.0	+	MI0000271	MI0000271	hsa-mir-181c	hsa-mir-181c	na
2178_	chr19	miRNA	13985539.0	13985560.0	+	MIMAT0000258	MIMAT0000258	hsa-miR-181c-5p	hsa-miR-181c-5p	MI0000271
2179_	chr19	miRNA	13985577.0	13985598.0	+	MIMAT0004559	MIMAT0004559	hsa-miR-181c-3p	hsa-miR-181c-3p	MI0000271
2180_	chr19	miRNA_primary_transcript	13985689.0	13985825.0	+	MI0003139	MI0003139	hsa-mir-181d	hsa-mir-181d	na
2181_	chr19	miRNA	13985724.0	13985746.0	+	MIMAT0002821	MIMAT0002821	hsa-miR-181d-5p	hsa-miR-181d-5p	MI0003139
2182_	chr19	miRNA	13985767.0	13985787.0	+	MIMAT0026608	MIMAT0026608	hsa-miR-181d-3p	hsa-miR-181d-3p	MI0003139
2183_	chr19	miRNA_primary_transcript	14184173.0	14184291.0	+	MI0020340	MI0020340	hsa-mir-1199	hsa-mir-1199	na
2184_	chr19	miRNA	14184193.0	14184212.0	+	MIMAT0031119	MIMAT0031119	hsa-miR-1199-5p	hsa-miR-1199-5p	MI0020340
2185_	chr19	miRNA	14184237.0	14184257.0	+	MIMAT0031120	MIMAT0031120	hsa-miR-1199-3p	hsa-miR-1199-3p	MI0020340
2186_	chr19	miRNA_primary_transcript	14640355.0	14640452.0	+	MI0003654	MI0003654	hsa-mir-639	hsa-mir-639	na
2187_	chr19	miRNA	14640415.0	14640437.0	+	MIMAT0003309	MIMAT0003309	hsa-miR-639-3p	hsa-miR-639	MI0003654
2188_	chr19	miRNA_primary_transcript	15290094.0	15290161.0	-	MI0022640	MI0022640	hsa-mir-6795	hsa-mir-6795	na
