order	chromosome	A	type	start	end	B	strand	C	ID
1968_	chr17	.	miRNA	77681025	77681049	.	-	.	ID=MIMAT0019868;Alias=MIMAT0019868;Name=hsa-miR-4739;Derives_from=MI0017377
1969_	chr17	.	miRNA_primary_transcript	78072627	78072676	.	+	.	ID=MI0016748;Alias=MI0016748;Name=hsa-mir-1268b
1970_	chr17	.	miRNA	78072630	78072649	.	+	.	ID=MIMAT0018925;Alias=MIMAT0018925;Name=hsa-miR-1268b;Derives_from=MI0016748
1971_	chr17	.	miRNA_primary_transcript	78393218	78393293	.	+	.	ID=MI0017367;Alias=MI0017367;Name=hsa-mir-4730
1972_	chr17	.	miRNA	78393227	78393249	.	+	.	ID=MIMAT0019852;Alias=MIMAT0019852;Name=hsa-miR-4730;Derives_from=MI0017367
1973_	chr17	.	miRNA_primary_transcript	79099076	79099173	.	-	.	ID=MI0003681;Alias=MI0003681;Name=hsa-mir-657
1974_	chr17	.	miRNA	79099091	79099113	.	-	.	ID=MIMAT0003335;Alias=MIMAT0003335;Name=hsa-miR-657;Derives_from=MI0003681
1975_	chr17	.	miRNA_primary_transcript	79099677	79099755	.	+	.	ID=MI0014228;Alias=MI0014228;Name=hsa-mir-3065
1976_	chr17	.	miRNA	79099686	79099708	.	+	.	ID=MIMAT0015066;Alias=MIMAT0015066;Name=hsa-miR-3065-5p;Derives_from=MI0014228
1977_	chr17	.	miRNA	79099726	79099748	.	+	.	ID=MIMAT0015378;Alias=MIMAT0015378;Name=hsa-miR-3065-3p;Derives_from=MI0014228
1978_	chr17	.	miRNA_primary_transcript	79099683	79099749	.	-	.	ID=MI0000814;Alias=MI0000814;Name=hsa-mir-338
1979_	chr17	.	miRNA	79099723	79099744	.	-	.	ID=MIMAT0004701;Alias=MIMAT0004701;Name=hsa-miR-338-5p;Derives_from=MI0000814
1980_	chr17	.	miRNA	79099687	79099708	.	-	.	ID=MIMAT0000763;Alias=MIMAT0000763;Name=hsa-miR-338-3p;Derives_from=MI0000814
1981_	chr17	.	miRNA_primary_transcript	79106996	79107108	.	-	.	ID=MI0006385;Alias=MI0006385;Name=hsa-mir-1250
1982_	chr17	.	miRNA	79107065	79107085	.	-	.	ID=MIMAT0005902;Alias=MIMAT0005902;Name=hsa-miR-1250-5p;Derives_from=MI0006385
1983_	chr17	.	miRNA	79107028	79107046	.	-	.	ID=MIMAT0026740;Alias=MIMAT0026740;Name=hsa-miR-1250-3p;Derives_from=MI0006385
1984_	chr17	.	miRNA_primary_transcript	79374516	79374578	.	-	.	ID=MI0017378;Alias=MI0017378;Name=hsa-mir-4740
1985_	chr17	.	miRNA	79374553	79374574	.	-	.	ID=MIMAT0019869;Alias=MIMAT0019869;Name=hsa-miR-4740-5p;Derives_from=MI0017378
1986_	chr17	.	miRNA	79374516	79374537	.	-	.	ID=MIMAT0019870;Alias=MIMAT0019870;Name=hsa-miR-4740-3p;Derives_from=MI0017378
1987_	chr17	.	miRNA_primary_transcript	79418130	79418214	.	-	.	ID=MI0014229;Alias=MI0014229;Name=hsa-mir-3186
1988_	chr17	.	miRNA	79418178	79418199	.	-	.	ID=MIMAT0015067;Alias=MIMAT0015067;Name=hsa-miR-3186-5p;Derives_from=MI0014229
1989_	chr17	.	miRNA	79418142	79418162	.	-	.	ID=MIMAT0015068;Alias=MIMAT0015068;Name=hsa-miR-3186-3p;Derives_from=MI0014229
1990_	chr17	.	miRNA_primary_transcript	79660787	79660899	.	+	.	ID=MI0022631;Alias=MI0022631;Name=hsa-mir-6786
1991_	chr17	.	miRNA	79660839	79660859	.	+	.	ID=MIMAT0027472;Alias=MIMAT0027472;Name=hsa-miR-6786-5p;Derives_from=MI0022631
1992_	chr17	.	miRNA	79660874	79660896	.	+	.	ID=MIMAT0027473;Alias=MIMAT0027473;Name=hsa-miR-6786-3p;Derives_from=MI0022631
1993_	chr17	.	miRNA_primary_transcript	80194544	80194604	.	+	.	ID=MI0022632;Alias=MI0022632;Name=hsa-mir-6787
1994_	chr17	.	miRNA	80194549	80194570	.	+	.	ID=MIMAT0027474;Alias=MIMAT0027474;Name=hsa-miR-6787-5p;Derives_from=MI0022632
1995_	chr17	.	miRNA	80194583	80194604	.	+	.	ID=MIMAT0027475;Alias=MIMAT0027475;Name=hsa-miR-6787-3p;Derives_from=MI0022632
1996_	chr17	.	miRNA_primary_transcript	80626109	80626183	.	-	.	ID=MI0016892;Alias=MI0016892;Name=hsa-mir-4525
1997_	chr17	.	miRNA	80626157	80626177	.	-	.	ID=MIMAT0019064;Alias=MIMAT0019064;Name=hsa-miR-4525;Derives_from=MI0016892
1998_	chr18	.	miRNA_primary_transcript	112256	112339	.	-	.	ID=MI0025914;Alias=MI0025914;Name=hsa-mir-8078
1999_	chr18	.	miRNA	112266	112288	.	-	.	ID=MIMAT0031005;Alias=MIMAT0031005;Name=hsa-miR-8078;Derives_from=MI0025914
2000_	chr18	.	miRNA_primary_transcript	3885353	3885432	.	+	.	ID=MI0022553;Alias=MI0022553;Name=hsa-mir-6718
2001_	chr18	.	miRNA	3885363	3885383	.	+	.	ID=MIMAT0025849;Alias=MIMAT0025849;Name=hsa-miR-6718-5p;Derives_from=MI0022553
2002_	chr18	.	miRNA_primary_transcript	5840694	5840832	.	+	.	ID=MI0016994;Alias=MI0016994;Name=hsa-mir-3976
2003_	chr18	.	miRNA	5840701	5840724	.	+	.	ID=MIMAT0019361;Alias=MIMAT0019361;Name=hsa-miR-3976;Derives_from=MI0016994
2004_	chr18	.	miRNA_primary_transcript	6374360	6374424	.	-	.	ID=MI0015850;Alias=MI0015850;Name=hsa-mir-4317
2005_	chr18	.	miRNA	6374398	6374414	.	-	.	ID=MIMAT0016872;Alias=MIMAT0016872;Name=hsa-miR-4317;Derives_from=MI0015850
2006_	chr18	.	miRNA_primary_transcript	10759582	10759647	.	-	.	ID=MI0022633;Alias=MI0022633;Name=hsa-mir-6788
2007_	chr18	.	miRNA	10759622	10759642	.	-	.	ID=MIMAT0027476;Alias=MIMAT0027476;Name=hsa-miR-6788-5p;Derives_from=MI0022633
2008_	chr18	.	miRNA	10759582	10759603	.	-	.	ID=MIMAT0027477;Alias=MIMAT0027477;Name=hsa-miR-6788-3p;Derives_from=MI0022633
2009_	chr18	.	miRNA_primary_transcript	11654884	11654940	.	-	.	ID=MI0023613;Alias=MI0023613;Name=hsa-mir-7153
2010_	chr18	.	miRNA	11654918	11654940	.	-	.	ID=MIMAT0028216;Alias=MIMAT0028216;Name=hsa-miR-7153-5p;Derives_from=MI0023613
2011_	chr18	.	miRNA	11654884	11654901	.	-	.	ID=MIMAT0028217;Alias=MIMAT0028217;Name=hsa-miR-7153-3p;Derives_from=MI0023613
2012_	chr18	.	miRNA_primary_transcript	13459946	13460025	.	+	.	ID=MI0018169;Alias=MI0018169;Name=hsa-mir-5190
2013_	chr18	.	miRNA	13459992	13460012	.	+	.	ID=MIMAT0021121;Alias=MIMAT0021121;Name=hsa-miR-5190;Derives_from=MI0018169
2014_	chr18	.	miRNA_primary_transcript	13611113	13611199	.	+	.	ID=MI0016893;Alias=MI0016893;Name=hsa-mir-4526
2015_	chr18	.	miRNA	13611166	13611187	.	+	.	ID=MIMAT0019065;Alias=MIMAT0019065;Name=hsa-miR-4526;Derives_from=MI0016893
2016_	chr18	.	miRNA_primary_transcript	14830165	14830241	.	+	.	ID=MI0014230;Alias=MI0014230;Name=hsa-mir-3156-2
2017_	chr18	.	miRNA	14830173	14830194	.	+	.	ID=MIMAT0015030_1;Alias=MIMAT0015030;Name=hsa-miR-3156-5p;Derives_from=MI0014230
2018_	chr18	.	miRNA	14830214	14830234	.	+	.	ID=MIMAT0019209_1;Alias=MIMAT0019209;Name=hsa-miR-3156-3p;Derives_from=MI0014230
2019_	chr18	.	miRNA_primary_transcript	19263471	19263558	.	+	.	ID=MI0003778;Alias=MI0003778;Name=hsa-mir-320c-1
2020_	chr18	.	miRNA	19263520	19263539	.	+	.	ID=MIMAT0005793;Alias=MIMAT0005793;Name=hsa-miR-320c;Derives_from=MI0003778
2021_	chr18	.	miRNA_primary_transcript	19405659	19405746	.	-	.	ID=MI0000450;Alias=MI0000450;Name=hsa-mir-133a-1
2022_	chr18	.	miRNA	19405673	19405694	.	-	.	ID=MIMAT0000427;Alias=MIMAT0000427;Name=hsa-miR-133a-3p;Derives_from=MI0000450
2023_	chr18	.	miRNA	19405710	19405731	.	-	.	ID=MIMAT0026478;Alias=MIMAT0026478;Name=hsa-miR-133a-5p;Derives_from=MI0000450
2024_	chr18	.	miRNA_primary_transcript	19408965	19409049	.	-	.	ID=MI0000437;Alias=MI0000437;Name=hsa-mir-1-2
2025_	chr18	.	miRNA	19408976	19408997	.	-	.	ID=MIMAT0000416;Alias=MIMAT0000416;Name=hsa-miR-1;Derives_from=MI0000437
2026_	chr18	.	miRNA_primary_transcript	20513312	20513401	.	+	.	ID=MI0017379;Alias=MI0017379;Name=hsa-mir-4741
2027_	chr18	.	miRNA	20513370	20513392	.	+	.	ID=MIMAT0019871;Alias=MIMAT0019871;Name=hsa-miR-4741;Derives_from=MI0017379
2028_	chr18	.	miRNA_primary_transcript	21901650	21901699	.	+	.	ID=MI0008191;Alias=MI0008191;Name=hsa-mir-320c-2
2029_	chr18	.	miRNA	21901680	21901699	.	+	.	ID=MIMAT0005793_1;Alias=MIMAT0005793;Name=hsa-miR-320c;Derives_from=MI0008191
2030_	chr18	.	miRNA_primary_transcript	24171431	24171499	.	-	.	ID=MI0025893;Alias=MI0025893;Name=hsa-mir-8057
2031_	chr18	.	miRNA	24171469	24171489	.	-	.	ID=MIMAT0030984;Alias=MIMAT0030984;Name=hsa-miR-8057;Derives_from=MI0025893
2032_	chr18	.	miRNA_primary_transcript	27878876	27878926	.	+	.	ID=MI0006418;Alias=MI0006418;Name=hsa-mir-302f
2033_	chr18	.	miRNA	27878902	27878918	.	+	.	ID=MIMAT0005932;Alias=MIMAT0005932;Name=hsa-miR-302f;Derives_from=MI0006418
2034_	chr18	.	miRNA_primary_transcript	33171701	33171770	.	+	.	ID=MI0016993;Alias=MI0016993;Name=hsa-mir-3975
2035_	chr18	.	miRNA	33171746	33171767	.	+	.	ID=MIMAT0019360;Alias=MIMAT0019360;Name=hsa-miR-3975;Derives_from=MI0016993
2036_	chr18	.	miRNA_primary_transcript	33484781	33484889	.	-	.	ID=MI0000274;Alias=MI0000274;Name=hsa-mir-187
2037_	chr18	.	miRNA	33484834	33484855	.	-	.	ID=MIMAT0004561;Alias=MIMAT0004561;Name=hsa-miR-187-5p;Derives_from=MI0000274
2038_	chr18	.	miRNA	33484798	33484819	.	-	.	ID=MIMAT0000262;Alias=MIMAT0000262;Name=hsa-miR-187-3p;Derives_from=MI0000274
2039_	chr18	.	miRNA_primary_transcript	33514051	33514105	.	-	.	ID=MI0016439;Alias=MI0016439;Name=hsa-mir-3929
2040_	chr18	.	miRNA	33514051	33514073	.	-	.	ID=MIMAT0018206;Alias=MIMAT0018206;Name=hsa-miR-3929;Derives_from=MI0016439
2041_	chr18	.	miRNA_primary_transcript	35237098	35237178	.	+	.	ID=MI0015847;Alias=MI0015847;Name=hsa-mir-4318
2042_	chr18	.	miRNA	35237152	35237168	.	+	.	ID=MIMAT0016869;Alias=MIMAT0016869;Name=hsa-miR-4318;Derives_from=MI0015847
2043_	chr18	.	miRNA_primary_transcript	37202087	37202139	.	-	.	ID=MI0005716;Alias=MI0005716;Name=hsa-mir-924
2044_	chr18	.	miRNA	37202117	37202136	.	-	.	ID=MIMAT0004974;Alias=MIMAT0004974;Name=hsa-miR-924;Derives_from=MI0005716
2045_	chr18	.	miRNA_primary_transcript	37256683	37256741	.	-	.	ID=MI0019140;Alias=MI0019140;Name=hsa-mir-5583-2
2046_	chr18	.	miRNA	37256720	37256741	.	-	.	ID=MIMAT0022281;Alias=MIMAT0022281;Name=hsa-miR-5583-5p;Derives_from=MI0019140
2047_	chr18	.	miRNA	37256683	37256704	.	-	.	ID=MIMAT0022282;Alias=MIMAT0022282;Name=hsa-miR-5583-3p;Derives_from=MI0019140
2048_	chr18	.	miRNA_primary_transcript	37256685	37256743	.	+	.	ID=MI0019139;Alias=MI0019139;Name=hsa-mir-5583-1
2049_	chr18	.	miRNA	37256685	37256706	.	+	.	ID=MIMAT0022281_1;Alias=MIMAT0022281;Name=hsa-miR-5583-5p;Derives_from=MI0019139
2050_	chr18	.	miRNA	37256722	37256743	.	+	.	ID=MIMAT0022282_1;Alias=MIMAT0022282;Name=hsa-miR-5583-3p;Derives_from=MI0019139
2051_	chr18	.	miRNA_primary_transcript	42550047	42550131	.	-	.	ID=MI0015848;Alias=MI0015848;Name=hsa-mir-4319
2052_	chr18	.	miRNA	42550105	42550121	.	-	.	ID=MIMAT0016870;Alias=MIMAT0016870;Name=hsa-miR-4319;Derives_from=MI0015848
2053_	chr18	.	miRNA_primary_transcript	44906867	44906936	.	+	.	ID=MI0016894;Alias=MI0016894;Name=hsa-mir-4527
2054_	chr18	.	miRNA	44906874	44906895	.	+	.	ID=MIMAT0019066;Alias=MIMAT0019066;Name=hsa-miR-4527;Derives_from=MI0016894
2055_	chr18	.	miRNA_primary_transcript	46196971	46197039	.	+	.	ID=MI0017381;Alias=MI0017381;Name=hsa-mir-4743
2056_	chr18	.	miRNA	46196973	46196995	.	+	.	ID=MIMAT0019874;Alias=MIMAT0019874;Name=hsa-miR-4743-5p;Derives_from=MI0017381
2057_	chr18	.	miRNA	46197019	46197039	.	+	.	ID=MIMAT0022978;Alias=MIMAT0022978;Name=hsa-miR-4743-3p;Derives_from=MI0017381
2058_	chr18	.	miRNA_primary_transcript	46576057	46576138	.	-	.	ID=MI0017382;Alias=MI0017382;Name=hsa-mir-4744
2059_	chr18	.	miRNA	46576107	46576129	.	-	.	ID=MIMAT0019875;Alias=MIMAT0019875;Name=hsa-miR-4744;Derives_from=MI0017382
2060_	chr18	.	miRNA_primary_transcript	47013743	47013792	.	+	.	ID=MI0007260;Alias=MI0007260;Name=hsa-mir-1539
2061_	chr18	.	miRNA	47013772	47013792	.	+	.	ID=MIMAT0007401;Alias=MIMAT0007401;Name=hsa-miR-1539;Derives_from=MI0007260
2062_	chr18	.	miRNA_primary_transcript	47652869	47652933	.	-	.	ID=MI0015849;Alias=MI0015849;Name=hsa-mir-4320
2063_	chr18	.	miRNA	47652879	47652896	.	-	.	ID=MIMAT0016871;Alias=MIMAT0016871;Name=hsa-miR-4320;Derives_from=MI0015849
2064_	chr18	.	miRNA_primary_transcript	50763471	50763560	.	+	.	ID=MI0016895;Alias=MI0016895;Name=hsa-mir-4528
2065_	chr18	.	miRNA	50763526	50763547	.	+	.	ID=MIMAT0019067;Alias=MIMAT0019067;Name=hsa-miR-4528;Derives_from=MI0016895
2066_	chr18	.	miRNA_primary_transcript	53146452	53146529	.	+	.	ID=MI0016896;Alias=MI0016896;Name=hsa-mir-4529
2067_	chr18	.	miRNA	53146457	53146478	.	+	.	ID=MIMAT0019236;Alias=MIMAT0019236;Name=hsa-miR-4529-5p;Derives_from=MI0016896
2068_	chr18	.	miRNA	53146501	53146521	.	+	.	ID=MIMAT0019068;Alias=MIMAT0019068;Name=hsa-miR-4529-3p;Derives_from=MI0016896
2069_	chr18	.	miRNA_primary_transcript	56118306	56118390	.	+	.	ID=MI0000442;Alias=MI0000442;Name=hsa-mir-122
2070_	chr18	.	miRNA	56118320	56118341	.	+	.	ID=MIMAT0000421;Alias=MIMAT0000421;Name=hsa-miR-122-5p;Derives_from=MI0000442
2071_	chr18	.	miRNA	56118356	56118377	.	+	.	ID=MIMAT0004590;Alias=MIMAT0004590;Name=hsa-miR-122-3p;Derives_from=MI0000442
2072_	chr18	.	miRNA_primary_transcript	56118312	56118384	.	-	.	ID=MI0017383;Alias=MI0017383;Name=hsa-mir-3591
2073_	chr18	.	miRNA	56118353	56118375	.	-	.	ID=MIMAT0019876;Alias=MIMAT0019876;Name=hsa-miR-3591-5p;Derives_from=MI0017383
2074_	chr18	.	miRNA	56118319	56118340	.	-	.	ID=MIMAT0019877;Alias=MIMAT0019877;Name=hsa-miR-3591-3p;Derives_from=MI0017383
2075_	chr18	.	miRNA_primary_transcript	64748821	64748923	.	+	.	ID=MI0017879;Alias=MI0017879;Name=hsa-mir-5011
2076_	chr18	.	miRNA	64748844	64748864	.	+	.	ID=MIMAT0021045;Alias=MIMAT0021045;Name=hsa-miR-5011-5p;Derives_from=MI0017879
2077_	chr18	.	miRNA	64748882	64748903	.	+	.	ID=MIMAT0021046;Alias=MIMAT0021046;Name=hsa-miR-5011-3p;Derives_from=MI0017879
2078_	chr18	.	miRNA_primary_transcript	70520556	70520617	.	-	.	ID=MI0019152;Alias=MI0019152;Name=hsa-mir-548av
2079_	chr18	.	miRNA	70520600	70520617	.	-	.	ID=MIMAT0022303;Alias=MIMAT0022303;Name=hsa-miR-548av-5p;Derives_from=MI0019152
2080_	chr18	.	miRNA	70520556	70520575	.	-	.	ID=MIMAT0022304;Alias=MIMAT0022304;Name=hsa-miR-548av-3p;Derives_from=MI0019152
2081_	chr19	.	miRNA_primary_transcript	71973	72110	.	+	.	ID=MI0015979;Alias=MI0015979;Name=hsa-mir-1302-10
2082_	chr19	.	miRNA	72045	72065	.	+	.	ID=MIMAT0005890_3;Alias=MIMAT0005890;Name=hsa-miR-1302;Derives_from=MI0015979
2083_	chr19	.	miRNA_primary_transcript	804940	805001	.	+	.	ID=MI0017384;Alias=MI0017384;Name=hsa-mir-4745
2084_	chr19	.	miRNA	804941	804963	.	+	.	ID=MIMAT0019878;Alias=MIMAT0019878;Name=hsa-miR-4745-5p;Derives_from=MI0017384
2085_	chr19	.	miRNA	804977	804999	.	+	.	ID=MIMAT0019879;Alias=MIMAT0019879;Name=hsa-miR-4745-3p;Derives_from=MI0017384
2086_	chr19	.	miRNA_primary_transcript	813584	813653	.	+	.	ID=MI0014231;Alias=MI0014231;Name=hsa-mir-3187
2087_	chr19	.	miRNA	813627	813646	.	+	.	ID=MIMAT0015069;Alias=MIMAT0015069;Name=hsa-miR-3187-3p;Derives_from=MI0014231
2088_	chr19	.	miRNA	813590	813612	.	+	.	ID=MIMAT0019216;Alias=MIMAT0019216;Name=hsa-miR-3187-5p;Derives_from=MI0014231
2089_	chr19	.	miRNA_primary_transcript	1816158	1816237	.	-	.	ID=MI0008330;Alias=MI0008330;Name=hsa-mir-1909
2090_	chr19	.	miRNA	1816202	1816222	.	-	.	ID=MIMAT0007882;Alias=MIMAT0007882;Name=hsa-miR-1909-5p;Derives_from=MI0008330
2091_	chr19	.	miRNA	1816168	1816189	.	-	.	ID=MIMAT0007883;Alias=MIMAT0007883;Name=hsa-miR-1909-3p;Derives_from=MI0008330
2092_	chr19	.	miRNA_primary_transcript	2234061	2234148	.	-	.	ID=MI0006316;Alias=MI0006316;Name=hsa-mir-1227
2093_	chr19	.	miRNA	2234061	2234080	.	-	.	ID=MIMAT0005580;Alias=MIMAT0005580;Name=hsa-miR-1227-3p;Derives_from=MI0006316
2094_	chr19	.	miRNA	2234132	2234148	.	-	.	ID=MIMAT0022941;Alias=MIMAT0022941;Name=hsa-miR-1227-5p;Derives_from=MI0006316
2095_	chr19	.	miRNA_primary_transcript	2235828	2235925	.	-	.	ID=MI0022634;Alias=MI0022634;Name=hsa-mir-6789
2096_	chr19	.	miRNA	2235898	2235921	.	-	.	ID=MIMAT0027478;Alias=MIMAT0027478;Name=hsa-miR-6789-5p;Derives_from=MI0022634
2097_	chr19	.	miRNA	2235828	2235848	.	-	.	ID=MIMAT0027479;Alias=MIMAT0027479;Name=hsa-miR-6789-3p;Derives_from=MI0022634
2098_	chr19	.	miRNA_primary_transcript	2250638	2250717	.	+	.	ID=MI0015852;Alias=MI0015852;Name=hsa-mir-4321
2099_	chr19	.	miRNA	2250687	2250707	.	+	.	ID=MIMAT0016874;Alias=MIMAT0016874;Name=hsa-miR-4321;Derives_from=MI0015852
2100_	chr19	.	miRNA_primary_transcript	2434912	2434998	.	-	.	ID=MI0022959;Alias=MI0022959;Name=hsa-mir-7108
2101_	chr19	.	miRNA	2434978	2434998	.	-	.	ID=MIMAT0028113;Alias=MIMAT0028113;Name=hsa-miR-7108-5p;Derives_from=MI0022959
2102_	chr19	.	miRNA	2434912	2434931	.	-	.	ID=MIMAT0028114;Alias=MIMAT0028114;Name=hsa-miR-7108-3p;Derives_from=MI0022959
2103_	chr19	.	miRNA_primary_transcript	2630713	2630791	.	+	.	ID=MI0025520;Alias=MI0025520;Name=hsa-mir-7850
2104_	chr19	.	miRNA	2630721	2630741	.	+	.	ID=MIMAT0030425;Alias=MIMAT0030425;Name=hsa-miR-7850-5p;Derives_from=MI0025520
2105_	chr19	.	miRNA_primary_transcript	3961412	3961510	.	-	.	ID=MI0003652;Alias=MI0003652;Name=hsa-mir-637
2106_	chr19	.	miRNA	3961427	3961450	.	-	.	ID=MIMAT0003307;Alias=MIMAT0003307;Name=hsa-miR-637;Derives_from=MI0003652
2107_	chr19	.	miRNA_primary_transcript	4445975	4446045	.	+	.	ID=MI0017385;Alias=MI0017385;Name=hsa-mir-4746
2108_	chr19	.	miRNA	4445984	4446006	.	+	.	ID=MIMAT0019880;Alias=MIMAT0019880;Name=hsa-miR-4746-5p;Derives_from=MI0017385
2109_	chr19	.	miRNA	4446018	4446038	.	+	.	ID=MIMAT0019881;Alias=MIMAT0019881;Name=hsa-miR-4746-3p;Derives_from=MI0017385
2110_	chr19	.	miRNA_primary_transcript	4770682	4770791	.	+	.	ID=MI0000265;Alias=MI0000265;Name=hsa-mir-7-3
2111_	chr19	.	miRNA	4770712	4770734	.	+	.	ID=MIMAT0000252_1;Alias=MIMAT0000252;Name=hsa-miR-7-5p;Derives_from=MI0000265
2112_	chr19	.	miRNA_primary_transcript	4932699	4932752	.	+	.	ID=MI0017386;Alias=MI0017386;Name=hsa-mir-4747
2113_	chr19	.	miRNA	4932699	4932720	.	+	.	ID=MIMAT0019882;Alias=MIMAT0019882;Name=hsa-miR-4747-5p;Derives_from=MI0017386
2114_	chr19	.	miRNA	4932731	4932752	.	+	.	ID=MIMAT0019883;Alias=MIMAT0019883;Name=hsa-miR-4747-3p;Derives_from=MI0017386
2115_	chr19	.	miRNA_primary_transcript	6389649	6389714	.	-	.	ID=MI0022732;Alias=MI0022732;Name=hsa-mir-6885
2116_	chr19	.	miRNA	6389685	6389709	.	-	.	ID=MIMAT0027670;Alias=MIMAT0027670;Name=hsa-miR-6885-5p;Derives_from=MI0022732
2117_	chr19	.	miRNA	6389649	6389669	.	-	.	ID=MIMAT0027671;Alias=MIMAT0027671;Name=hsa-miR-6885-3p;Derives_from=MI0022732
2118_	chr19	.	miRNA_primary_transcript	6392932	6392994	.	-	.	ID=MI0022635;Alias=MI0022635;Name=hsa-mir-6790
2119_	chr19	.	miRNA	6392972	6392994	.	-	.	ID=MIMAT0027480;Alias=MIMAT0027480;Name=hsa-miR-6790-5p;Derives_from=MI0022635
2120_	chr19	.	miRNA	6392936	6392956	.	-	.	ID=MIMAT0027481;Alias=MIMAT0027481;Name=hsa-miR-6790-3p;Derives_from=MI0022635
2121_	chr19	.	miRNA_primary_transcript	6416421	6416522	.	-	.	ID=MI0016597;Alias=MI0016597;Name=hsa-mir-3940
2122_	chr19	.	miRNA	6416445	6416466	.	-	.	ID=MIMAT0018356;Alias=MIMAT0018356;Name=hsa-miR-3940-3p;Derives_from=MI0016597
2123_	chr19	.	miRNA	6416481	6416500	.	-	.	ID=MIMAT0019229;Alias=MIMAT0019229;Name=hsa-miR-3940-5p;Derives_from=MI0016597
2124_	chr19	.	miRNA_primary_transcript	6736723	6736789	.	-	.	ID=MI0022636;Alias=MI0022636;Name=hsa-mir-6791
2125_	chr19	.	miRNA	6736763	6736784	.	-	.	ID=MIMAT0027482;Alias=MIMAT0027482;Name=hsa-miR-6791-5p;Derives_from=MI0022636
2126_	chr19	.	miRNA	6736723	6736743	.	-	.	ID=MIMAT0027483;Alias=MIMAT0027483;Name=hsa-miR-6791-3p;Derives_from=MI0022636
2127_	chr19	.	miRNA_primary_transcript	7682325	7682391	.	+	.	ID=MI0022637;Alias=MI0022637;Name=hsa-mir-6792
2128_	chr19	.	miRNA	7682325	7682345	.	+	.	ID=MIMAT0027484;Alias=MIMAT0027484;Name=hsa-miR-6792-5p;Derives_from=MI0022637
2129_	chr19	.	miRNA	7682366	7682387	.	+	.	ID=MIMAT0027485;Alias=MIMAT0027485;Name=hsa-miR-6792-3p;Derives_from=MI0022637
2130_	chr19	.	miRNA_primary_transcript	8454174	8454264	.	-	.	ID=MI0017865;Alias=MI0017865;Name=hsa-mir-4999
2131_	chr19	.	miRNA	8454224	8454244	.	-	.	ID=MIMAT0021017;Alias=MIMAT0021017;Name=hsa-miR-4999-5p;Derives_from=MI0017865
2132_	chr19	.	miRNA	8454195	8454214	.	-	.	ID=MIMAT0021018;Alias=MIMAT0021018;Name=hsa-miR-4999-3p;Derives_from=MI0017865
2133_	chr19	.	miRNA_primary_transcript	10149030	10149089	.	+	.	ID=MI0019148;Alias=MI0019148;Name=hsa-mir-5589
2134_	chr19	.	miRNA	10149030	10149050	.	+	.	ID=MIMAT0022297;Alias=MIMAT0022297;Name=hsa-miR-5589-5p;Derives_from=MI0019148
2135_	chr19	.	miRNA	10149067	10149089	.	+	.	ID=MIMAT0022298;Alias=MIMAT0022298;Name=hsa-miR-5589-3p;Derives_from=MI0019148
2136_	chr19	.	miRNA_primary_transcript	10341089	10341161	.	+	.	ID=MI0015851;Alias=MI0015851;Name=hsa-mir-4322
2137_	chr19	.	miRNA	10341131	10341151	.	+	.	ID=MIMAT0016873;Alias=MIMAT0016873;Name=hsa-miR-4322;Derives_from=MI0015851
2138_	chr19	.	miRNA_primary_transcript	10514134	10514214	.	-	.	ID=MI0006274;Alias=MI0006274;Name=hsa-mir-1181
2139_	chr19	.	miRNA	10514181	10514201	.	-	.	ID=MIMAT0005826;Alias=MIMAT0005826;Name=hsa-miR-1181;Derives_from=MI0006274
2140_	chr19	.	miRNA_primary_transcript	10662798	10662880	.	+	.	ID=MI0006328;Alias=MI0006328;Name=hsa-mir-1238
2141_	chr19	.	miRNA	10662859	10662878	.	+	.	ID=MIMAT0005593;Alias=MIMAT0005593;Name=hsa-miR-1238-3p;Derives_from=MI0006328
2142_	chr19	.	miRNA	10662798	10662820	.	+	.	ID=MIMAT0022947;Alias=MIMAT0022947;Name=hsa-miR-1238-5p;Derives_from=MI0006328
2143_	chr19	.	miRNA_primary_transcript	10829080	10829179	.	+	.	ID=MI0003653;Alias=MI0003653;Name=hsa-mir-638
2144_	chr19	.	miRNA	10829095	10829119	.	+	.	ID=MIMAT0003308;Alias=MIMAT0003308;Name=hsa-miR-638;Derives_from=MI0003653
2145_	chr19	.	miRNA_primary_transcript	10890930	10891011	.	+	.	ID=MI0017387;Alias=MI0017387;Name=hsa-mir-4748
2146_	chr19	.	miRNA	10890939	10890959	.	+	.	ID=MIMAT0019884;Alias=MIMAT0019884;Name=hsa-miR-4748;Derives_from=MI0017387
2147_	chr19	.	miRNA_primary_transcript	10928102	10928172	.	-	.	ID=MI0000242;Alias=MI0000242;Name=hsa-mir-199a-1
2148_	chr19	.	miRNA	10928145	10928167	.	-	.	ID=MIMAT0000231_1;Alias=MIMAT0000231;Name=hsa-miR-199a-5p;Derives_from=MI0000242
2149_	chr19	.	miRNA	10928105	10928126	.	-	.	ID=MIMAT0000232_1;Alias=MIMAT0000232;Name=hsa-miR-199a-3p;Derives_from=MI0000242
2150_	chr19	.	miRNA_primary_transcript	10939649	10939711	.	+	.	ID=MI0022638;Alias=MI0022638;Name=hsa-mir-6793
2151_	chr19	.	miRNA	10939654	10939675	.	+	.	ID=MIMAT0027486;Alias=MIMAT0027486;Name=hsa-miR-6793-5p;Derives_from=MI0022638
