order	chromosome	type	start	end	strand	ID	accession_number	Name_hsaV20	Name	derives_from
2143_	chr2	miRNA	219144850.0	219144870.0	-	MIMAT0025483_1	MIMAT0025483	hsa-miR-6513-3p	hsa-miR-6513-3p	MI0022225_1
2144_	chr2	miRNA_primary_transcript	219267369.0	219267445.0	+	MI0000084_1	MI0000084	hsa-mir-26b	hsa-mir-26b	na
2145_	chr2	miRNA	219267380.0	219267400.0	+	MIMAT0000083_1	MIMAT0000083	hsa-miR-26b-5p	hsa-miR-26b-5p	MI0000084_1
2146_	chr2	miRNA	219267415.0	219267436.0	+	MIMAT0004500_1	MIMAT0004500	hsa-miR-26b-3p	hsa-miR-26b-3p	MI0000084_1
2147_	chr2	miRNA_primary_transcript	219866367.0	219866430.0	-	MI0000783_1	MI0000783	hsa-mir-375	hsa-mir-375	na
2148_	chr2	miRNA	219866370.0	219866391.0	-	MIMAT0000728_1	MIMAT0000728	hsa-miR-375-3p	hsa-miR-375	MI0000783_1
2149_	chr2	miRNA_primary_transcript	219923410.0	219923472.0	-	MI0014151_1	MI0014151	hsa-mir-3131	hsa-mir-3131	na
2150_	chr2	miRNA	219923447.0	219923469.0	-	MIMAT0014996_1	MIMAT0014996	hsa-miR-3131-5p	hsa-miR-3131	MI0014151_1
2151_	chr2	miRNA_primary_transcript	220158833.0	220158922.0	-	MI0000463_1	MI0000463	hsa-mir-153-1	hsa-mir-153-1	na
2152_	chr2	miRNA	220158848.0	220158869.0	-	MIMAT0000439_1	MIMAT0000439	hsa-miR-153-3p	hsa-miR-153	MI0000463_1
2153_	chr2	miRNA_primary_transcript	220413795.0	220413869.0	-	MI0014152_1	MI0014152	hsa-mir-3132	hsa-mir-3132	na
2154_	chr2	miRNA	220413839.0	220413862.0	-	MIMAT0014997_1	MIMAT0014997	hsa-miR-3132-5p	hsa-miR-3132	MI0014152_1
2155_	chr2	miRNA_primary_transcript	220771223.0	220771286.0	-	MI0015874_1	MI0015874	hsa-mir-4268	hsa-mir-4268	na
2156_	chr2	miRNA	220771233.0	220771253.0	-	MIMAT0016896_1	MIMAT0016896	hsa-miR-4268-3p	hsa-miR-4268	MI0015874_1
2157_	chr2	miRNA_primary_transcript	225875178.0	225875257.0	-	MI0016782_1	MI0016782	hsa-mir-4439	hsa-mir-4439	na
2158_	chr2	miRNA	225875233.0	225875254.0	-	MIMAT0018957_1	MIMAT0018957	hsa-miR-4439-5p	hsa-miR-4439	MI0016782_1
2159_	chr2	miRNA_primary_transcript	227523426.0	227523509.0	-	MI0019309_1	MI0019309	hsa-mir-5702	hsa-mir-5702	na
2160_	chr2	miRNA	227523436.0	227523457.0	-	MIMAT0022495_1	MIMAT0022495	hsa-miR-5702-3p	hsa-miR-5702	MI0019309_1
2161_	chr2	miRNA_primary_transcript	228336848.0	228336903.0	+	MI0019310_1	MI0019310	hsa-mir-5703	hsa-mir-5703	na
2162_	chr2	miRNA	228336878.0	228336895.0	+	MIMAT0022496_1	MIMAT0022496	hsa-miR-5703-3p	hsa-miR-5703	MI0019310_1
2163_	chr2	miRNA_primary_transcript	232227419.0	232227504.0	+	MI0017421_1	MI0017421	hsa-mir-4777	hsa-mir-4777	na
2164_	chr2	miRNA	232227434.0	232227455.0	+	MIMAT0019934_1	MIMAT0019934	hsa-miR-4777-5p	hsa-miR-4777-5p	MI0017421_1
2165_	chr2	miRNA	232227475.0	232227496.0	+	MIMAT0019935_1	MIMAT0019935	hsa-miR-4777-3p	hsa-miR-4777-3p	MI0017421_1
2166_	chr2	miRNA_primary_transcript	232578024.0	232578108.0	+	MI0015975_1	MI0015975	hsa-mir-1244-3	hsa-mir-1244-3	na
2167_	chr2	miRNA	232578078.0	232578103.0	+	MIMAT0005896_3	MIMAT0005896	hsa-miR-1244-3p	hsa-miR-1244	MI0015975_1
2168_	chr2	miRNA_primary_transcript	232756952.0	232757008.0	-	MI0007076_1	MI0007076	hsa-mir-1471	hsa-mir-1471	na
2169_	chr2	miRNA	232756987.0	232757008.0	-	MIMAT0007349_1	MIMAT0007349	hsa-miR-1471-5p	hsa-miR-1471	MI0007076_1
2170_	chr2	miRNA_primary_transcript	233037363.0	233037457.0	+	MI0003568_1	MI0003568	hsa-mir-562	hsa-mir-562	na
2171_	chr2	miRNA	233037423.0	233037442.0	+	MIMAT0003226_1	MIMAT0003226	hsa-miR-562-3p	hsa-miR-562	MI0003568_1
2172_	chr2	miRNA_primary_transcript	233415184.0	233415283.0	-	MI0017867_1	MI0017867	hsa-mir-5001	hsa-mir-5001	na
2173_	chr2	miRNA	233415240.0	233415263.0	-	MIMAT0021021_1	MIMAT0021021	hsa-miR-5001-5p	hsa-miR-5001-5p	MI0017867_1
2174_	chr2	miRNA	233415203.0	233415224.0	-	MIMAT0021022_1	MIMAT0021022	hsa-miR-5001-3p	hsa-miR-5001-3p	MI0017867_1
2175_	chr2	miRNA_primary_transcript	239990513.0	239990610.0	-	MI0016783_1	MI0016783	hsa-mir-4440	hsa-mir-4440	na
2176_	chr2	miRNA	239990525.0	239990546.0	-	MIMAT0018958_1	MIMAT0018958	hsa-miR-4440-3p	hsa-miR-4440	MI0016783_1
2177_	chr2	miRNA_primary_transcript	240007523.0	240007622.0	-	MI0016784_1	MI0016784	hsa-mir-4441	hsa-mir-4441	na
2178_	chr2	miRNA	240007524.0	240007540.0	-	MIMAT0018959_1	MIMAT0018959	hsa-miR-4441-3p	hsa-miR-4441	MI0016784_1
2179_	chr2	miRNA_primary_transcript	240227157.0	240227240.0	+	MI0015875_1	MI0015875	hsa-mir-4269	hsa-mir-4269	na
2180_	chr2	miRNA	240227167.0	240227187.0	+	MIMAT0016897_1	MIMAT0016897	hsa-miR-4269-5p	hsa-miR-4269	MI0015875_1
2181_	chr2	miRNA_primary_transcript	240273419.0	240273499.0	-	MI0017432_1	MI0017432	hsa-mir-2467	hsa-mir-2467	na
2182_	chr2	miRNA	240273466.0	240273488.0	-	MIMAT0019952_1	MIMAT0019952	hsa-miR-2467-5p	hsa-miR-2467-5p	MI0017432_1
2183_	chr2	miRNA	240273427.0	240273448.0	-	MIMAT0019953_1	MIMAT0019953	hsa-miR-2467-3p	hsa-miR-2467-3p	MI0017432_1
2184_	chr2	miRNA_primary_transcript	240882432.0	240882511.0	-	MI0017433_1	MI0017433	hsa-mir-4786	hsa-mir-4786	na
2185_	chr2	miRNA	240882480.0	240882501.0	-	MIMAT0019954_1	MIMAT0019954	hsa-miR-4786-5p	hsa-miR-4786-5p	MI0017433_1
2186_	chr2	miRNA	240882440.0	240882461.0	-	MIMAT0019955_1	MIMAT0019955	hsa-miR-4786-3p	hsa-miR-4786-3p	MI0017433_1
2187_	chr2	miRNA_primary_transcript	241395418.0	241395506.0	+	MI0000478_1	MI0000478	hsa-mir-149	hsa-mir-149	na
2188_	chr2	miRNA	241395432.0	241395454.0	+	MIMAT0000450_1	MIMAT0000450	hsa-miR-149-5p	hsa-miR-149-5p	MI0000478_1
2189_	chr2	miRNA	241395473.0	241395493.0	+	MIMAT0004609_1	MIMAT0004609	hsa-miR-149-3p	hsa-miR-149-3p	MI0000478_1
2190_	chr2	miRNA_primary_transcript	242417320.0	242417397.0	+	MI0014153_1	MI0014153	hsa-mir-3133	hsa-mir-3133	na
2191_	chr2	miRNA	242417329.0	242417350.0	+	MIMAT0014998_1	MIMAT0014998	hsa-miR-3133-5p	hsa-miR-3133	MI0014153_1
2192_	chr20	miRNA_primary_transcript	2633423.0	2633488.0	+	MI0006433_1	MI0006433	hsa-mir-1292	hsa-mir-1292	na
2193_	chr20	miRNA	2633425.0	2633449.0	+	MIMAT0005943_1	MIMAT0005943	hsa-miR-1292-5p	hsa-miR-1292-5p	MI0006433_1
2194_	chr20	miRNA	2633465.0	2633484.0	+	MIMAT0022948_1	MIMAT0022948	hsa-miR-1292-3p	hsa-miR-1292-3p	MI0006433_1
2195_	chr20	miRNA_primary_transcript	3898141.0	3898218.0	+	MI0000108_1	MI0000108	hsa-mir-103a-2	hsa-mir-103a-2	na
2196_	chr20	miRNA	3898151.0	3898173.0	+	MIMAT0009196_1	MIMAT0009196	hsa-miR-103a-2-5p	hsa-miR-103a-2-5p	MI0000108_1
2197_	chr20	miRNA	3898188.0	3898210.0	+	MIMAT0000101_1	MIMAT0000101	hsa-miR-103a-3p	hsa-miR-103a-3p	MI0000108_1
2198_	chr20	miRNA_primary_transcript	3898149.0	3898210.0	-	MI0007262_1	MI0007262	hsa-mir-103b-2	hsa-mir-103b-2	na
2199_	chr20	miRNA	3898188.0	3898210.0	-	MIMAT0007402_1	MIMAT0007402	hsa-miR-103b-5p	hsa-miR-103b	MI0007262_1
2200_	chr20	miRNA_primary_transcript	18451259.0	18451335.0	+	MI0014237_1	MI0014237	hsa-mir-3192	hsa-mir-3192	na
2201_	chr20	miRNA	18451268.0	18451290.0	+	MIMAT0015076_1	MIMAT0015076	hsa-miR-3192-5p	hsa-miR-3192	MI0014237_1
2202_	chr20	miRNA_primary_transcript	26188822.0	26188914.0	-	MI0003672_1	MI0003672	hsa-mir-663a	hsa-mir-663a	na
2203_	chr20	miRNA	26188879.0	26188900.0	-	MIMAT0003326_1	MIMAT0003326	hsa-miR-663a-5p	hsa-miR-663a	MI0003672_1
2204_	chr20	miRNA_primary_transcript	30194989.0	30195043.0	+	MI0014238_1	MI0014238	hsa-mir-3193	hsa-mir-3193	na
2205_	chr20	miRNA	30194989.0	30195010.0	+	MIMAT0015077_1	MIMAT0015077	hsa-miR-3193-5p	hsa-miR-3193	MI0014238_1
2206_	chr20	miRNA_primary_transcript	30825598.0	30825650.0	+	MI0008193_1	MI0008193	hsa-mir-1825	hsa-mir-1825	na
2207_	chr20	miRNA	30825633.0	30825650.0	+	MIMAT0006765_1	MIMAT0006765	hsa-miR-1825-3p	hsa-miR-1825	MI0008193_1
2208_	chr20	miRNA_primary_transcript	32636925.0	32636996.0	+	MI0017395_1	MI0017395	hsa-mir-4755	hsa-mir-4755	na
2209_	chr20	miRNA	32636934.0	32636955.0	+	MIMAT0019895_1	MIMAT0019895	hsa-miR-4755-5p	hsa-miR-4755-5p	MI0017395_1
2210_	chr20	miRNA	32636968.0	32636989.0	+	MIMAT0019896_1	MIMAT0019896	hsa-miR-4755-3p	hsa-miR-4755-3p	MI0017395_1
2211_	chr20	miRNA_primary_transcript	33054130.0	33054223.0	+	MI0003659_1	MI0003659	hsa-mir-644a	hsa-mir-644a	na
2212_	chr20	miRNA	33054190.0	33054208.0	+	MIMAT0003314_1	MIMAT0003314	hsa-miR-644a-3p	hsa-miR-644a	MI0003659_1
2213_	chr20	miRNA_primary_transcript	33578179.0	33578300.0	+	MI0003183_1	MI0003183	hsa-mir-499a	hsa-mir-499a	na
2214_	chr20	miRNA	33578211.0	33578231.0	+	MIMAT0002870_1	MIMAT0002870	hsa-miR-499a-5p	hsa-miR-499a-5p	MI0003183_1
2215_	chr20	miRNA	33578248.0	33578269.0	+	MIMAT0004772_1	MIMAT0004772	hsa-miR-499a-3p	hsa-miR-499a-3p	MI0003183_1
2216_	chr20	miRNA_primary_transcript	33578203.0	33578275.0	-	MI0017396_1	MI0017396	hsa-mir-499b	hsa-mir-499b	na
2217_	chr20	miRNA	33578246.0	33578266.0	-	MIMAT0019897_1	MIMAT0019897	hsa-miR-499b-5p	hsa-miR-499b-5p	MI0017396_1
2218_	chr20	miRNA	33578209.0	33578230.0	-	MIMAT0019898_1	MIMAT0019898	hsa-miR-499b-3p	hsa-miR-499b-3p	MI0017396_1
2219_	chr20	miRNA_primary_transcript	34041776.0	34041919.0	-	MI0006350_1	MI0006350	hsa-mir-1289-1	hsa-mir-1289-1	na
2220_	chr20	miRNA	34041812.0	34041834.0	-	MIMAT0005879_1	MIMAT0005879	hsa-miR-1289-3p	hsa-miR-1289	MI0006350_1
2221_	chr20	miRNA_primary_transcript	37145206.0	37145275.0	+	MI0016746_1	MI0016746	hsa-mir-548o-2	hsa-mir-548o-2	na
2222_	chr20	miRNA	37145250.0	37145271.0	+	MIMAT0005919_1	MIMAT0005919	hsa-miR-548o-3p	hsa-miR-548o-3p	MI0016746_1
2223_	chr20	miRNA	37145212.0	37145233.0	+	MIMAT0022738_1	MIMAT0022738	hsa-miR-548o-5p	hsa-miR-548o-5p	MI0016746_1
2224_	chr20	miRNA_primary_transcript	43036760.0	43036843.0	+	MI0016046_1	MI0016046	hsa-mir-3646	hsa-mir-3646	na
2225_	chr20	miRNA	43036817.0	43036838.0	+	MIMAT0018065_1	MIMAT0018065	hsa-miR-3646-3p	hsa-miR-3646	MI0016046_1
2226_	chr20	miRNA_primary_transcript	44333741.0	44333819.0	-	MI0016007_1	MI0016007	hsa-mir-3617	hsa-mir-3617	na
2227_	chr20	miRNA	44333789.0	44333810.0	-	MIMAT0017997_1	MIMAT0017997	hsa-miR-3617-5p	hsa-miR-3617-5p	MI0016007_1
2228_	chr20	miRNA	44333748.0	44333770.0	-	MIMAT0022966_1	MIMAT0022966	hsa-miR-3617-3p	hsa-miR-3617-3p	MI0016007_1
2229_	chr20	miRNA_primary_transcript	45795609.0	45795700.0	+	MI0016006_1	MI0016006	hsa-mir-3616	hsa-mir-3616	na
2230_	chr20	miRNA	45795627.0	45795648.0	+	MIMAT0017995_1	MIMAT0017995	hsa-miR-3616-5p	hsa-miR-3616-5p	MI0016006_1
2231_	chr20	miRNA	45795668.0	45795690.0	+	MIMAT0017996_1	MIMAT0017996	hsa-miR-3616-3p	hsa-miR-3616-3p	MI0016006_1
2232_	chr20	miRNA_primary_transcript	49202323.0	49202416.0	+	MI0003660_1	MI0003660	hsa-mir-645	hsa-mir-645	na
2233_	chr20	miRNA	49202383.0	49202401.0	+	MIMAT0003315_1	MIMAT0003315	hsa-miR-645-3p	hsa-miR-645	MI0003660_1
2234_	chr20	miRNA_primary_transcript	49231173.0	49231322.0	-	MI0006366_1	MI0006366	hsa-mir-1302-5	hsa-mir-1302-5	na
2235_	chr20	miRNA	49231226.0	49231246.0	-	MIMAT0005890_7	MIMAT0005890	hsa-miR-1302-3p	hsa-miR-1302	MI0006366_1
2236_	chr20	miRNA_primary_transcript	50069442.0	50069514.0	-	MI0014239_1	MI0014239	hsa-mir-3194	hsa-mir-3194	na
2237_	chr20	miRNA	50069485.0	50069505.0	-	MIMAT0015078_1	MIMAT0015078	hsa-miR-3194-5p	hsa-miR-3194-5p	MI0014239_1
2238_	chr20	miRNA	50069449.0	50069470.0	-	MIMAT0019218_1	MIMAT0019218	hsa-miR-3194-3p	hsa-miR-3194-3p	MI0014239_1
2239_	chr20	miRNA_primary_transcript	52684947.0	52685024.0	-	MI0017397_1	MI0017397	hsa-mir-4756	hsa-mir-4756	na
2240_	chr20	miRNA	52684991.0	52685013.0	-	MIMAT0019899_1	MIMAT0019899	hsa-miR-4756-5p	hsa-miR-4756-5p	MI0017397_1
2241_	chr20	miRNA	52684957.0	52684978.0	-	MIMAT0019900_1	MIMAT0019900	hsa-miR-4756-3p	hsa-miR-4756-3p	MI0017397_1
2242_	chr20	miRNA_primary_transcript	55896558.0	55896647.0	-	MI0015865_1	MI0015865	hsa-mir-4325	hsa-mir-4325	na
2243_	chr20	miRNA	55896620.0	55896637.0	-	MIMAT0016887_1	MIMAT0016887	hsa-miR-4325-5p	hsa-miR-4325	MI0015865_1
2244_	chr20	miRNA_primary_transcript	56470450.0	56470500.0	+	MI0016899_1	MI0016899	hsa-mir-4532	hsa-mir-4532	na
2245_	chr20	miRNA	56470455.0	56470471.0	+	MIMAT0019071_1	MIMAT0019071	hsa-miR-4532-5p	hsa-miR-4532	MI0016899_1
2246_	chr20	miRNA_primary_transcript	57392670.0	57392749.0	-	MI0000747_1	MI0000747	hsa-mir-296	hsa-mir-296	na
2247_	chr20	miRNA	57392716.0	57392736.0	-	MIMAT0000690_1	MIMAT0000690	hsa-miR-296-5p	hsa-miR-296-5p	MI0000747_1
2248_	chr20	miRNA	57392681.0	57392702.0	-	MIMAT0004679_1	MIMAT0004679	hsa-miR-296-3p	hsa-miR-296-3p	MI0000747_1
2249_	chr20	miRNA_primary_transcript	57393281.0	57393368.0	-	MI0005523_1	MI0005523	hsa-mir-298	hsa-mir-298	na
2250_	chr20	miRNA	57393335.0	57393358.0	-	MIMAT0004901_1	MIMAT0004901	hsa-miR-298-5p	hsa-miR-298	MI0005523_1
2251_	chr20	miRNA_primary_transcript	58883532.0	58883625.0	+	MI0003661_1	MI0003661	hsa-mir-646	hsa-mir-646	na
2252_	chr20	miRNA	58883592.0	58883610.0	+	MIMAT0003316_1	MIMAT0003316	hsa-miR-646-3p	hsa-miR-646	MI0003661_1
2253_	chr20	miRNA_primary_transcript	59053169.0	59053239.0	+	MI0016900_1	MI0016900	hsa-mir-4533	hsa-mir-4533	na
2254_	chr20	miRNA	59053177.0	59053198.0	+	MIMAT0019072_1	MIMAT0019072	hsa-miR-4533-5p	hsa-miR-4533	MI0016900_1
2255_	chr20	miRNA_primary_transcript	59139620.0	59139683.0	+	MI0016794_1	MI0016794	hsa-mir-548ag-2	hsa-mir-548ag-2	na
2256_	chr20	miRNA	59139623.0	59139643.0	+	MIMAT0018969_1	MIMAT0018969	hsa-miR-548ag-5p	hsa-miR-548ag	MI0016794_1
2257_	chr20	miRNA_primary_transcript	60528602.0	60528718.0	-	MI0006391_1	MI0006391	hsa-mir-1257	hsa-mir-1257	na
2258_	chr20	miRNA	60528677.0	60528697.0	-	MIMAT0005908_1	MIMAT0005908	hsa-miR-1257-5p	hsa-miR-1257	MI0006391_1
2259_	chr20	miRNA_primary_transcript	60639858.0	60639941.0	+	MI0014240_1	MI0014240	hsa-mir-3195	hsa-mir-3195	na
2260_	chr20	miRNA	60639868.0	60639884.0	+	MIMAT0015079_1	MIMAT0015079	hsa-miR-3195-5p	hsa-miR-3195	MI0014240_1
2261_	chr20	miRNA_primary_transcript	60907543.0	60907613.0	-	MI0017399_1	MI0017399	hsa-mir-4758	hsa-mir-4758	na
2262_	chr20	miRNA	60907590.0	60907612.0	-	MIMAT0019903_1	MIMAT0019903	hsa-miR-4758-5p	hsa-miR-4758-5p	MI0017399_1
2263_	chr20	miRNA	60907546.0	60907568.0	-	MIMAT0019904_1	MIMAT0019904	hsa-miR-4758-3p	hsa-miR-4758-3p	MI0017399_1
2264_	chr20	miRNA_primary_transcript	61151513.0	61151583.0	+	MI0000651_1	MI0000651	hsa-mir-1-1	hsa-mir-1-1	na
2265_	chr20	miRNA	61151558.0	61151579.0	+	MIMAT0000416_2	MIMAT0000416	hsa-miR-1-3p	hsa-miR-1	MI0000651_1
2266_	chr20	miRNA_primary_transcript	61162119.0	61162220.0	+	MI0000451_1	MI0000451	hsa-mir-133a-2	hsa-mir-133a-2	na
2267_	chr20	miRNA	61162177.0	61162198.0	+	MIMAT0000427_2	MIMAT0000427	hsa-miR-133a-3p	hsa-miR-133a	MI0000451_1
2268_	chr20	miRNA_primary_transcript	61809852.0	61809938.0	+	MI0000445_1	MI0000445	hsa-mir-124-3	hsa-mir-124-3	na
2269_	chr20	miRNA	61809904.0	61809923.0	+	MIMAT0000422_1	MIMAT0000422	hsa-miR-124-3p	hsa-miR-124-3p	MI0000445_1
2270_	chr20	miRNA	61809866.0	61809887.0	+	MIMAT0004591_1	MIMAT0004591	hsa-miR-124-5p	hsa-miR-124-5p	MI0000445_1
2271_	chr20	miRNA_primary_transcript	61870131.0	61870194.0	+	MI0014241_1	MI0014241	hsa-mir-3196	hsa-mir-3196	na
2272_	chr20	miRNA	61870140.0	61870157.0	+	MIMAT0015080_1	MIMAT0015080	hsa-miR-3196-5p	hsa-miR-3196	MI0014241_1
2273_	chr20	miRNA_primary_transcript	61918160.0	61918218.0	+	MI0015866_1	MI0015866	hsa-mir-4326	hsa-mir-4326	na
2274_	chr20	miRNA	61918170.0	61918189.0	+	MIMAT0016888_1	MIMAT0016888	hsa-miR-4326-5p	hsa-miR-4326	MI0015866_1
2275_	chr20	miRNA_primary_transcript	62550778.0	62550894.0	+	MI0005763_1	MI0005763	hsa-mir-941-1	hsa-mir-941-1	na
2276_	chr20	miRNA	62550848.0	62550870.0	+	MIMAT0004984_1	MIMAT0004984	hsa-miR-941-3p	hsa-miR-941	MI0005763_1
2277_	chr20	miRNA_primary_transcript	62551085.0	62551201.0	+	MI0005765_1	MI0005765	hsa-mir-941-3	hsa-mir-941-3	na
2278_	chr20	miRNA	62551155.0	62551177.0	+	MIMAT0004984_2	MIMAT0004984	hsa-miR-941-3p	hsa-miR-941	MI0005765_1
2279_	chr20	miRNA_primary_transcript	62572818.0	62572897.0	-	MI0008335_1	MI0008335	hsa-mir-1914	hsa-mir-1914	na
2280_	chr20	miRNA	62572864.0	62572885.0	-	MIMAT0007889_1	MIMAT0007889	hsa-miR-1914-5p	hsa-miR-1914-5p	MI0008335_1
2281_	chr20	miRNA	62572827.0	62572848.0	-	MIMAT0007890_1	MIMAT0007890	hsa-miR-1914-3p	hsa-miR-1914-3p	MI0008335_1
2282_	chr20	miRNA_primary_transcript	62573984.0	62574079.0	-	MI0003662_1	MI0003662	hsa-mir-647	hsa-mir-647	na
2283_	chr20	miRNA	62574044.0	62574064.0	-	MIMAT0003317_1	MIMAT0003317	hsa-miR-647-5p	hsa-miR-647	MI0003662_1
2284_	chr21	miRNA_primary_transcript	9825832.0	9826011.0	+	MI0016048_1	MI0016048	hsa-mir-3648	hsa-mir-3648	na
2285_	chr21	miRNA	9825859.0	9825879.0	+	MIMAT0018068_1	MIMAT0018068	hsa-miR-3648-5p	hsa-miR-3648	MI0016048_1
2286_	chr21	miRNA_primary_transcript	9826203.0	9826263.0	+	MI0016088_1	MI0016088	hsa-mir-3687	hsa-mir-3687	na
2287_	chr21	miRNA	9826237.0	9826260.0	+	MIMAT0018115_1	MIMAT0018115	hsa-miR-3687-3p	hsa-miR-3687	MI0016088_1
2288_	chr21	miRNA_primary_transcript	14778705.0	14778781.0	-	MI0014242_1	MI0014242	hsa-mir-3156-3	hsa-mir-3156-3	na
2289_	chr21	miRNA	14778752.0	14778773.0	-	MIMAT0015030_3	MIMAT0015030	hsa-miR-3156-5p	hsa-miR-3156-5p	MI0014242_1
2290_	chr21	miRNA_primary_transcript	15017096.0	15017171.0	-	MI0014243_1	MI0014243	hsa-mir-3118-5	hsa-mir-3118-5	na
2291_	chr21	miRNA	15017105.0	15017127.0	-	MIMAT0014980_6	MIMAT0014980	hsa-miR-3118-3p	hsa-miR-3118	MI0014243_1
2292_	chr21	miRNA_primary_transcript	17911409.0	17911489.0	+	MI0000101_1	MI0000101	hsa-mir-99a	hsa-mir-99a	na
2293_	chr21	miRNA	17911421.0	17911442.0	+	MIMAT0000097_1	MIMAT0000097	hsa-miR-99a-5p	hsa-miR-99a-5p	MI0000101_1
2294_	chr21	miRNA	17911458.0	17911479.0	+	MIMAT0004511_1	MIMAT0004511	hsa-miR-99a-3p	hsa-miR-99a-3p	MI0000101_1
2295_	chr21	miRNA_primary_transcript	17912148.0	17912231.0	+	MI0000064_1	MI0000064	hsa-let-7c	hsa-let-7c	na
2296_	chr21	miRNA	17912158.0	17912179.0	+	MIMAT0000064_1	MIMAT0000064	hsa-let-7c-5p	hsa-let-7c	MI0000064_1
2297_	chr21	miRNA_primary_transcript	17962557.0	17962645.0	+	MI0000470_1	MI0000470	hsa-mir-125b-2	hsa-mir-125b-2	na
2298_	chr21	miRNA	17962573.0	17962594.0	+	MIMAT0000423_2	MIMAT0000423	hsa-miR-125b-5p	hsa-miR-125b-5p	MI0000470_1
2299_	chr21	miRNA	17962610.0	17962631.0	+	MIMAT0004603_1	MIMAT0004603	hsa-miR-125b-2-3p	hsa-miR-125b-2-3p	MI0000470_1
2300_	chr21	miRNA_primary_transcript	20058408.0	20058482.0	-	MI0014244_1	MI0014244	hsa-mir-548x	hsa-mir-548x	na
2301_	chr21	miRNA	20058418.0	20058437.0	-	MIMAT0015081_2	MIMAT0015081	hsa-miR-548x-3p	hsa-miR-548x-3p	MI0014244_1
2302_	chr21	miRNA	20058453.0	20058475.0	-	MIMAT0022733_1	MIMAT0022733	hsa-miR-548x-5p	hsa-miR-548x-5p	MI0014244_1
2303_	chr21	miRNA_primary_transcript	24451606.0	24451714.0	+	MI0021275_1	MI0021275	hsa-mir-6130	hsa-mir-6130	na
2304_	chr21	miRNA	24451676.0	24451694.0	+	MIMAT0024614_1	MIMAT0024614	hsa-miR-6130-3p	hsa-miR-6130	MI0021275_1
2305_	chr21	miRNA_primary_transcript	26946292.0	26946356.0	+	MI0000681_1	MI0000681	hsa-mir-155	hsa-mir-155	na
2306_	chr21	miRNA	26946295.0	26946317.0	+	MIMAT0000646_1	MIMAT0000646	hsa-miR-155-5p	hsa-miR-155-5p	MI0000681_1
2307_	chr21	miRNA	26946334.0	26946355.0	+	MIMAT0004658_1	MIMAT0004658	hsa-miR-155-3p	hsa-miR-155-3p	MI0000681_1
2308_	chr21	miRNA_primary_transcript	28326280.0	28326362.0	+	MI0017400_1	MI0017400	hsa-mir-4759	hsa-mir-4759	na
2309_	chr21	miRNA	28326284.0	28326304.0	+	MIMAT0019905_1	MIMAT0019905	hsa-miR-4759-5p	hsa-miR-4759	MI0017400_1
2310_	chr21	miRNA_primary_transcript	31747612.0	31747696.0	-	MI0015867_1	MI0015867	hsa-mir-4327	hsa-mir-4327	na
2311_	chr21	miRNA	31747668.0	31747686.0	-	MIMAT0016889_1	MIMAT0016889	hsa-miR-4327-5p	hsa-miR-4327	MI0015867_1
2312_	chr21	miRNA_primary_transcript	34922968.0	34923034.0	+	MI0022213_1	MI0022213	hsa-mir-6501	hsa-mir-6501	na
2313_	chr21	miRNA	34922970.0	34922991.0	+	MIMAT0025458_1	MIMAT0025458	hsa-miR-6501-5p	hsa-miR-6501-5p	MI0022213_1
2314_	chr21	miRNA	34923011.0	34923033.0	+	MIMAT0025459_1	MIMAT0025459	hsa-miR-6501-3p	hsa-miR-6501-3p	MI0022213_1
2315_	chr21	miRNA_primary_transcript	37093013.0	37093106.0	+	MI0003906_1	MI0003906	hsa-mir-802	hsa-mir-802	na
2316_	chr21	miRNA	37093030.0	37093052.0	+	MIMAT0004185_1	MIMAT0004185	hsa-miR-802-5p	hsa-miR-802	MI0003906_1
2317_	chr21	miRNA_primary_transcript	40818936.0	40818995.0	+	MI0022220_1	MI0022220	hsa-mir-6508	hsa-mir-6508	na
2318_	chr21	miRNA	40818940.0	40818960.0	+	MIMAT0025472_1	MIMAT0025472	hsa-miR-6508-5p	hsa-miR-6508-5p	MI0022220_1
2319_	chr21	miRNA	40818972.0	40818993.0	+	MIMAT0025473_1	MIMAT0025473	hsa-miR-6508-3p	hsa-miR-6508-3p	MI0022220_1
2320_	chr21	miRNA_primary_transcript	41584279.0	41584358.0	-	MI0017401_1	MI0017401	hsa-mir-4760	hsa-mir-4760	na
2321_	chr21	miRNA	41584328.0	41584349.0	-	MIMAT0019906_1	MIMAT0019906	hsa-miR-4760-5p	hsa-miR-4760-5p	MI0017401_1
2322_	chr21	miRNA	41584286.0	41584307.0	-	MIMAT0019907_1	MIMAT0019907	hsa-miR-4760-3p	hsa-miR-4760-3p	MI0017401_1
2323_	chr21	miRNA_primary_transcript	42539484.0	42539556.0	+	MI0014245_1	MI0014245	hsa-mir-3197	hsa-mir-3197	na
2324_	chr21	miRNA	42539491.0	42539513.0	+	MIMAT0015082_1	MIMAT0015082	hsa-miR-3197-5p	hsa-miR-3197	MI0014245_1
2325_	chr21	miRNA_primary_transcript	44371038.0	44371124.0	-	MI0019311_1	MI0019311	hsa-mir-5692b	hsa-mir-5692b	na
2326_	chr21	miRNA	44371096.0	44371115.0	-	MIMAT0022497_1	MIMAT0022497	hsa-miR-5692b-5p	hsa-miR-5692b	MI0019311_1
